#HashTags,User,Location,Devices,Tweet,Favourites,Followers count,isVerifiedUser,Retweet Count
['Oscar'],GeMini_TeamJo,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CxhCenter: Chloe x Halle have arrived to the #Oscar Red Carpet https://t.co/rjgkkhrFRl,4788,2340,FALSE,0
[],ibeezdressing,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DADDY!,130770,991,FALSE,0
['Oscar'],starkovisa,🔱• 🔆 • 🏒 • ⚔️ • 🕊️ • 🎬,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @klaizzie: SHAKING, CRYING, SHE IS A GODDESS #Oscar https://t.co/ApPd5OdY8k",12739,3776,FALSE,0
['Oscar'],MaekoStark,"Propriano, France","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @spideysnews: More of Zendaya &amp; Andrew Garfield at the 2022 #Oscar ’s!
 https://t.co/UD8f5mdlOr",74797,119,FALSE,0
['Oscar'],CellaNicholas,"Rocky Hill, CT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: SLAY QUEEN!!!!!!!! 😍😍😍😍😍😍😍😍 #Oscar https://t.co/itsoX0dg0B,27692,125,FALSE,0
[],e_castro09,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fuck 😍,2137,70,FALSE,0
['Oscar'],anitantacid,Canada,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @spideysnews: More of Zendaya &amp; Andrew Garfield at the 2022 #Oscar ’s!
 https://t.co/UD8f5mdlOr",58609,35,FALSE,0
['Oscar'],RanEskimo,United States,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: Will Smith is predicted to win his first ever #Oscar tonight.

See our full predictions: https://t.co/zNnVRKfspX https:…",19414,12484,FALSE,0
[],jjjaammiiieee,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",that’s the closest my name will be to Andrews,60912,215,FALSE,0
"['Oscar', 'AcademyAwards']",mattmangum2,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Got some friends and some friends of friends nominated for an #Oscar tonight, go get them statues everyone! #AcademyAwards",2774,4005,FALSE,0
"['Dune', 'Oscar', 'Oscars', 'AcademyAwards']",ultimomcguffin,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NextBestPicture: The #Dune Best Sound #Oscar acceptance speech #Oscars #AcademyAwards

Credit @kylebuchanan https://t.co/FdGAof0wBx",1756,161,FALSE,0
['Oscar'],jickyss,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a Zendaya no #Oscar 🛐 https://t.co/KeYC9AKJT8,11,681,FALSE,0
['Oscar'],laurencourson_,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,60046,87,FALSE,0
[],7NewsDC,"Washington, DC","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @WashSpirit: We’re honored! Thank you @Olivia7News @7NewsDCSports 🙌🏼 https://t.co/caYkE8vr7r https://t.co/46KYC6cLXJ,7112,176783,TRUE,0
['Oscar'],drizzybey,drake’s hot sauce ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",someone pls tell me the last time beyoncé been on a red carpet?? #Oscar,6735,415,FALSE,0
"['Oscar', 'Oscars']",SarettaAsR79,Roma,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The Queen ♥️ #Oscar #Oscars,62512,2252,FALSE,0
['Oscar'],sedxreina,"❛ she¡!her  - leo♌︎ ᵕ̈₊˚
 -,`dyl & marie loves both♡.ˊˎ-
⇢vals is my person❦︎.
･:˚olivia and girl is my drugs˖`♪ ۪۪°♫︎
˚✧ spider-man stan account ⎊","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LokiBaggins: In loop #Oscar  https://t.co/C0G67KNmhq,35017,1769,FALSE,0
['Oscar'],CeeCieDcBarbie,When you see me Ask me✊,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I see you Jada 😍 
Still don’t fuck with you 😂😂
#Oscar",11108,469,FALSE,0
['Oscar'],D28walls,louis smile ☆,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ill finish fast. Give this man an #Oscar,29578,844,FALSE,0
['Oscar'],collinz,"Pennsylvania, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thank god for all the streaming choices. Watching that over the #Oscar.,56892,2172,FALSE,0
['Oscar'],camgomezso,Eroda,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,16370,397,FALSE,0
['Oscar'],smilenwaven,"Guelph, Ont, Can","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Not sure who Becky G is but love her dress. #Oscar,65484,1983,FALSE,0
['Oscar'],laady__bird,🇺🇸 • she/her,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @EuphoriaHBONews: Zendaya attends the 94th Oscars at the Dolby Theatre in Hollywood! #Oscar https://t.co/LRhVnbfesO,742,115,FALSE,0
['Oscar'],karjarf,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: he served #Oscar https://t.co/8KCTefK7I5,47339,558,FALSE,0
['Oscar'],ben80707145,Ennui-sur-Blasé,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IndieWire: #Oscar Best Actress nominee Nicole Kidman and Jacob Elordi arrive on the red carpet for the 94th Academy Awards. https://t.c…,36486,75,FALSE,0
['Oscar'],sophie_stardust,New York City,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @andrewthinker: TONIGHT IS YOUR NIGHT, MY LOVE! 

(video by @RaminSetoodeh) #Oscar https://t.co/zf882oqVA4",59844,2118,FALSE,0
['Oscar'],imdyingale,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FILSP4CE: OK IT’S HAPPENING EVERYBODY STAY CALM  #Oscar https://t.co/bQzhEgCtlS,1919,62,FALSE,0
[],lilaise,United Kingdom of Vila Isabel,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @minakimes: Chet Holmgren serving *looks* tonight,86,1497,FALSE,0
['Oscar'],sofifajardo,🪐,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bernatviktoria: TIMOTHÉE CHALAMET JUST FUCKING MURDERED ME WHAT #Oscar https://t.co/aMuT5XuU7Q,56058,384,FALSE,0
['Oscar'],Antin_barcaindo,HAPPINESS,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FCBarcelona: 🍿 Our second #Oscar nominee is … 𝗣𝗘𝗗𝗥𝗜 𝗣𝗢𝗧𝗧𝗘𝗥 ⚡️🤓

⭐ Starring: @Pedri https://t.co/DQFCB3K6xL",4497,402,FALSE,0
['Oscar'],Daddy_Rauhl,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bernatviktoria: TIMOTHÉE CHALAMET JUST FUCKING MURDERED ME WHAT #Oscar https://t.co/aMuT5XuU7Q,8309,107,FALSE,0
[],carlatvaress,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",king,2832,174,FALSE,0
['Oscar'],Mona321_1118,舞浜に憧れる越後民🌾,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @etnow: Welcome to the Family Madrigal! #Oscar https://t.co/ZjmnSoq5uZ,112640,210,FALSE,0
['Oscar'],badwolfroses,"she / her , 20 🤍","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oh my goodness I have no words #Oscar https://t.co/KGYrif23tV,871,66,FALSE,0
"['SpiderManNoWayHome', 'Oscar']",whor4tomholland,🇬🇧|she/her|minor|👩‍❤️‍💋‍👨,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @spideyupdated: #SpiderManNoWayHome star Zendaya has arrived at this year’s #Oscar! And doesn’t she look STUNNING. https://t.co/PIYWoCyM…,9705,772,FALSE,0
['Oscar'],duskyliterati,"Durham, NC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @trojanchick99: What a look! Head to tow perfect. #Oscar https://t.co/FxzfboPQs9,42079,2333,FALSE,0
"['DUNE', 'Oscar']",NerdEversoleJr,Richmond Indiana ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PNemiroff: Best Sound goes to #DUNE!

Huge congrats to Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett! 

#Oscar #Os…",4525,416,FALSE,0
['Oscar'],lungysokana,"Gauteng,Tembisa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Niell_Standard: Everyone looks cute in the face but the fashions are off #Oscar https://t.co/ZJ4ciVIr1h,91511,2225,FALSE,0
['Oscar'],thesyddy,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,4111,51,FALSE,0
['Oscar'],illicitauroras,📚60/100 | she/her🏳️‍🌈 20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",20146,215,FALSE,0
['Oscar'],sircritic,Dayton OH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,5012,315,FALSE,0
"['Oscar', 'Oscars2022']",BabydollStew,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,5,3280,FALSE,0
"['virgo', 'AndrewGarfield', 'Oscar']",evergreendazedd,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @tiff_tlopez: Welp #virgo #AndrewGarfield #Oscar https://t.co/PjFVGogu69,2338,635,FALSE,0
['Oscar'],iwillburnforyou,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AmyKinLA: Guys...breathe. Timothee Chalamet is shirtless under his blazer. #Oscar https://t.co/kmVBkAiPQO,74677,222,FALSE,0
['Oscar'],ll65,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Madame_Sussex: Okayyyy Regina Hall. Beautiful I love it 😍 #Oscar https://t.co/Tjnm0rSEot,126248,567,FALSE,0
['Oscar'],Carolinedeleon_,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rabesanderson: zoe kravitz at the #Oscar everybody! https://t.co/NIfahzt2sj,11,19,FALSE,0
['Oscar'],meyhollander,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @susuyeterli: ARE U GUYS STILL BREATHING😭 HOW IS  HE LOOKS SO ADORABLE AND SO HOT AT LITERALLY THE SAME TIME OMG 
#Oscar #TimotheeChalam…",2113,485,FALSE,0
['Oscar'],ticktockanimate,somewhere in the gta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,272134,1250,FALSE,0
['Oscar'],alwaysdeanw,21. sher/her. multifandom. bi!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SHE IS MY LIFE YOUR HONOR  #Oscar https://t.co/xR7r4lfamv,143787,8666,FALSE,0
['Oscar'],inbbwin,62,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RottenTomatoes: Congratulations to Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill, and Ron Bartlett on their Best Sound #Oscar win f…",58331,56,FALSE,0
['Oscar'],ucaparica,"Lisboa, Portugal","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @anthunesarth: Venus Williams no tapete vermelho do Oscar 2022. #Oscar 

(Foto: Getty Images / Too Fab) https://t.co/nGZ3VGVkHy",3341,29,FALSE,0
['Oscar'],karinaoliva21,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: SLAY QUEEN!!!!!!!! 😍😍😍😍😍😍😍😍 #Oscar https://t.co/itsoX0dg0B,162098,1644,FALSE,0
['Oscar'],RafaelaTorreci1,fofocando com o hacker ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EuphoriaHBONews: SLAY QUEEN!!!!!!!! 😍😍😍😍😍😍😍😍 #Oscar https://t.co/itsoX0dg0B,24733,59,FALSE,0
"['Oscar', 'Oscars2022']",ladycookiebeski,Hawaii,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,38205,1721,FALSE,0
['oscar'],kingofmyhearts,nyc,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,41821,1668,FALSE,0
"['Oscar', 'Oscar2022']",zainktty,glorious evolution,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @eitwbbs7: Same energy:
#Oscar #Oscar2022 https://t.co/zu7lGKp2Q9",66161,7019,FALSE,0
['Oscar'],desybarnes,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chris Evans looks stunning 🙌🏻😍
#Oscar https://t.co/d5Z4OeY4Wn",7724,223,FALSE,0
['Oscar'],21metgala,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Uma Thurman attends the 94th #Oscar https://t.co/7mk2RfaIXm,21,1862,FALSE,0
['Oscar'],lawbabi,In My Own WORLD,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",137720,512,FALSE,0
['Oscar'],nais_lope,California,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: he served #Oscar https://t.co/8KCTefK7I5,3298,38,FALSE,0
['Oscar'],THEECLASSICMAN,"London, England","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What is going on tonight? Why does a good 90% of the attendees look a hot mess? #Oscar,33826,4063,FALSE,0
"['Oscars2022', 'Oscar']",ett_dairy,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @sweeitpeach: OH nothing just my new necklace   #Oscars2022   #Oscar https://t.co/03uJpUJb4O,41,3,FALSE,0
[],AmyKinLA,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Me getting a ""Dude! What's up?",48111,59318,TRUE,0
['Oscar'],deanspacenine,Brooklyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,44582,495,FALSE,0
"['Oscars', 'Oscar']",skataaboy,Gay Island,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DiscussingFilm: Which film do you hope wins Best Animated Film at the #Oscars 

See our #Oscar predictions: https://t.co/Ax0xgttFt0 htt…",272508,15,FALSE,0
['Oscar'],ireallylikeyou_,"B612, 소우주 ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @tswiftlvs: best picture EVER #Oscar https://t.co/4EctU83sKK,5605,431,FALSE,0
['Oscar'],mariamariyaah,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",29160,290,FALSE,0
['Oscar'],theplasmapool,denver,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MovingImageNYC: ✨The stars are all here.✨ #Oscar https://t.co/tPGEVG3QBP,13431,380,FALSE,0
['Oscar'],sebrrybarnes,zayn/wallows♡.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",39685,1338,FALSE,0
['Oscar'],claudijax,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",54198,206,FALSE,0
[],wendofjohnson,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With all these categories not being exhibited to the public, only to the people who were live on the ceremony, I wo… https://t.co/8PMyCzUb1r",32196,71,FALSE,0
"['Oscars2022', 'Oscar']",zainmist,bianca,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thsafeplace: tom holland looking gorgeous on the carpet at the 2022 oscars🙌🏻😍
#Oscars2022 #Oscar https://t.co/7ykwGG6Vcc",20142,1132,FALSE,0
"['Oscar', 'Oscars2022']",oceaneveren,heart of hell,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JJs_wife812: “that’s my guy right there”
“that’s my girl” 
ANDREW AND VANESSA’S FRIENDSHIP IS SO CUTE WTF #Oscar #Oscars2022 https://t.…",34500,40,FALSE,0
[],Morav2A,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FUUUUUUCK AHSUDIAHSD OH MY GOSH,364,6,FALSE,0
['Oscar'],c_louise_m,"Omaha, NE","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ask Regina about Master 🥺 #Oscar,48351,139,FALSE,0
['Oscar'],REawrightzz,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @pinatafarms: Chloe and Halle Bailey supremacy at the #Oscar https://t.co/xvc1x5sFnf,6189,515,FALSE,0
['Oscar'],sofifajardo,🪐,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FILSP4CE: OK IT’S HAPPENING EVERYBODY STAY CALM  #Oscar https://t.co/bQzhEgCtlS,56058,384,FALSE,0
['Oscar'],poopootyjo,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",961,25,FALSE,0
"['KirstenDunst', 'Oscar']",AlwaysAnAndrea1,Canada 🇨🇦,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Toddler Oscar party? Could you BE any more white privileged? #KirstenDunst #Oscar,12735,57,FALSE,0
['oscar'],Kristeven93,El País de las Maravillas (PR),"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,27135,318,FALSE,0
[],bookishmarianne,"California, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh. My. God.,14544,160,FALSE,0
[],itsamy_t,"San Francisco, CA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ezwrites: holy shit…i’m not okay https://t.co/WAr3qyaucF,231309,792,FALSE,0
['Oscar'],Dias14Rita,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AmyKinLA: Guys...breathe. Timothee Chalamet is shirtless under his blazer. #Oscar https://t.co/kmVBkAiPQO,875,36,FALSE,0
['Oscar'],Here_Diversity,Brasil ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @billiesource: Billie and @finneas talk about the process of making their #Oscar nominated theme song “No Time To Die”
https://t.co/1U3k…",48432,245303,FALSE,0
['Oscar'],g1rls0n_fi1m,She/Her 18 | blk ✨,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",93789,319,FALSE,0
['Oscar'],SoylaEmily,Chile,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @holland_loveyou: #Oscar So Pretty 😍 https://t.co/18YCp08VP7,14241,20,FALSE,0
['Oscar'],e_castro09,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",2137,70,FALSE,0
['Oscar'],SidIsTheName_,"Atlanta, GA","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",RT @pinatafarms: Chloe and Halle Bailey supremacy at the #Oscar https://t.co/xvc1x5sFnf,994,569,FALSE,0
['Oscar'],jbaruja86,"Asuncion, Paraguay","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VyroNoMore: BESENSE 😍

Ah.

#Oscar https://t.co/QGiGYpxvPW",37691,1835,FALSE,0
['Oscar'],hrryshroom,he/they/20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @tswiftlvs: best picture EVER #Oscar https://t.co/4EctU83sKK,7787,72,FALSE,0
['Oscar'],VanCarlito2003,"Arlington, TX","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Regina Hall is so fine—respectfully. #Oscar,157789,4936,FALSE,0
[],LeoDaFlair,Jarassic Park,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @minakimes: Chet Holmgren serving *looks* tonight,424,569,FALSE,0
[],freesports_us,"New York, USA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","📲Watch the 2022 Oscars: Live Stream Online
🔴☑️ Oscars Broadcast live
Mobile⤵️PC⤵️

𝐓𝐕 𝐋𝐢𝐧𝐤🎥🔴  :… https://t.co/cxrG7BbKJZ",69,1,FALSE,0
['Oscar'],chris_p_h,"Long Beach, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Nicole Kidman attends the 94th #Oscar https://t.co/ImkneZ872c,3206,32,FALSE,0
['Oscar'],AnthonyNRegis,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ThePeachReport: Chloe X Halle DID THAT! #Oscar https://t.co/wtdG5xgnUs,30814,462,FALSE,0
['Oscar'],Iexfezco,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IT’S ZENDAYA’S WORLD AND WE ARE JUST EXISTING IN IT #Oscar https://t.co/ahDtWMua3l,87648,5356,FALSE,0
['Oscar'],aravelizzz,she/her🇲🇽,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @klaizzie: SHAKING, CRYING, SHE IS A GODDESS #Oscar https://t.co/ApPd5OdY8k",937,3,FALSE,0
['Oscar'],QueenMelmendi,VA: 757 -2- 804 -2- 757,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ThePeachReport: Chloe X Halle DID THAT! #Oscar https://t.co/wtdG5xgnUs,31726,1059,FALSE,0
['Oscar'],blrwv,she/her,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",2046,56,FALSE,0
['Oscar'],chaoswxtch,19 | he/him | multi ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @andrewthinker: HE LOOKS PERFECT! #Oscar https://t.co/UVJipPHRUR,193249,5759,FALSE,0
['Oscar'],nisaa13__,NYC ❤️,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,18485,268,FALSE,0
['Oscar'],SILKDIOR111,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @thatssohaute: lily james wearing atelier versace #Oscar https://t.co/VYbDJweQDH,1733,1493,FALSE,0
[],weird_honey11,"Massachusetts, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stoppppp she’s so hot,11552,100,FALSE,0
[],KiaAbrielle,"St Louis, MO","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Our Ariel has ARRIVED! 🧜🏽‍♀️😍👑,17027,623,FALSE,0
[],jessicalacessa,Scampia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",h.e.r.??? we only know sissi  https://t.co/vqfYQ941tx,6817,124,FALSE,0
['Oscar'],Susupurplesyou,"Alabama, USA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LokiBaggins: Perfection #Oscar https://t.co/xv1EpmclrC,17577,368,FALSE,0
"['Oscar', 'Oscars2022']",DragonWarriorFX,Fortnite HQ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TeamPixls: What ya got winning for this one
(Best Animated Feature Nominees in #Oscar / #Oscars2022 ) https://t.co/xZXBxyaoI5",426,178,FALSE,0
['Oscar'],BobbyJeffriesPA,"Hershey, PA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ErrolWebber: I wonder how the #Oscar attendees are still going to be able to blame Trump for everything as their guy is in office.,11739,5024,FALSE,0
['Oscar'],tvjedi,"Joliet, IL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Loving the bright colors tonight #Oscar,92424,1347,FALSE,0
